ClaimID,EmployeeID,EmployeeName,Role,Department,ClaimDate,ClaimTime,SubmissionDate,LateSubmission,Category,VendorID,VendorName,VendorType,Country,Currency,ExchangeRate,AmountLocal,AmountAUD,ReceiptID,SplitClaimFlag,NightTimeClaim,WeekendClaim,PolicyBreach,ApproverID,ApproverName,SelfApproval,PostedToAP,Approved,Notes,HighFreqVendor,DuplicateReceipt,SplitDetection,RiskScoreSimple
CLM000512,EMP032,Employee 32,Admin,Surgery,2024-05-20,16:41:20,2024-07-27,True,Meals,VEN0119,Vendor 119 - Hotel,Courier,AU,AUD,1.0,40.83,40.83,RCT735242,False,False,False,False,APR011,Approver 11,False,True,True,Urgent supply,False,False,False,1
CLM000513,EMP033,Employee 33,Admin,Administration,2024-08-02,05:48:12,2024-08-29,False,Medical Supplies,VEN0114,Vendor 114 - UniformShop,Catering,AU,AUD,1.0,721.24,721.24,RCT951706,False,False,False,False,APR004,Approver 4,False,True,False,Urgent supply,False,False,False,0
CLM000514,EMP056,Employee 56,Pharmacist,Emergency,2024-04-26,23:46:00,2024-06-12,True,Courier,VEN0022,Vendor 22 - Hotel,UniformShop,IN,AUD,1.0,11.89,11.89,RCT268010,False,False,False,False,APR014,Approver 14,False,True,True,,False,False,False,1
CLM000515,EMP046,Employee 46,Lab Tech,Pharmacy,2024-11-15,10:39:40,2025-02-27,True,Taxi,VEN0066,Vendor 66 - Courier,Catering,AU,AUD,1.0,5.87,5.87,RCT852233,False,False,False,False,APR013,Approver 13,False,True,True,Conference attendance,False,False,False,1
CLM000516,EMP051,Employee 51,Admin,Surgery,2024-08-21,16:04:09,2024-08-21,False,Accommodation,VEN0050,Vendor 50 - LocalShop,ConferenceOrganizer,AU,AUD,1.0,105.35,105.35,RCT154629,False,False,False,False,APR005,Approver 5,False,True,True,Urgent supply,False,False,False,0
CLM000517,EMP067,Employee 67,Nurse,Administration,2024-05-01,17:03:48,2024-07-13,True,Training,VEN0091,Vendor 91 - ConferenceOrganizer,Courier,AU,AUD,1.0,1586.06,1586.06,RCT904894,False,False,False,False,APR006,Approver 6,False,True,True,Conference attendance,False,False,False,1
CLM000518,EMP019,Employee 19,Physio,Outpatient,2024-12-05,10:31:31,2024-12-05,False,Uniforms,VEN0062,Vendor 62 - Catering,UniformShop,AU,AUD,1.0,70.17,70.17,RCT938366,False,False,False,False,APR014,Approver 14,False,True,True,Retrospective claim,False,False,False,0
CLM000519,EMP035,Employee 35,Lab Tech,Surgery,2024-03-28,05:07:35,2024-03-28,False,Subscriptions,VEN0095,Vendor 95 - TaxiCo,UniformShop,US,AUD,1.0,26.09,26.09,RCT757066,False,False,False,False,APR006,Approver 6,False,True,True,Retrospective claim,False,False,False,0
CLM000520,EMP062,Employee 62,Lab Tech,Outpatient,2024-06-15,11:31:42,2024-08-18,True,Uniforms,VEN0081,Vendor 81 - TaxiCo,UniformShop,AU,AUD,1.0,84.69,84.69,RCT694797,False,False,True,False,APR017,Approver 17,False,True,True,,False,False,False,2
CLM000521,EMP040,Employee 40,Physio,Emergency,2024-03-28,11:44:17,2024-03-28,False,Uniforms,VEN0098,Vendor 98 - SubscriptionService,TaxiCo,AU,AUD,1.0,82.29,82.29,RCT401950,False,False,False,False,APR001,Approver 1,False,True,True,Missing PO noted,False,False,False,0
CLM000522,EMP030,Employee 30,Technician,Administration,2024-09-19,06:45:00,2024-09-19,False,Taxi,VEN0083,Vendor 83 - Hotel,LocalShop,AU,AUD,1.0,36.22,36.22,RCT404289,False,False,False,False,APR007,Approver 7,False,True,True,,False,False,False,0
CLM000523,EMP039,Employee 39,Doctor,Administration,2024-01-05,17:15:46,2024-01-05,False,Training,VEN0077,Vendor 77 - ConferenceOrganizer,ConferenceOrganizer,AU,AUD,1.0,1287.66,1287.66,RCT820216,False,False,False,False,APR007,Approver 7,False,True,True,,False,False,False,0
CLM000524,EMP038,Employee 38,Lab Tech,Administration,2024-05-09,15:03:14,2024-06-18,True,Taxi,VEN0052,Vendor 52 - ConferenceOrganizer,ConferenceOrganizer,AU,AUD,1.0,15.99,15.99,RCT803375,False,False,False,False,APR004,Approver 4,False,True,True,Urgent supply,False,False,False,1
CLM000525,EMP037,Employee 37,Technician,Pharmacy,2024-06-02,20:20:41,2024-06-23,False,Training,VEN0044,Vendor 44 - TaxiCo,Catering,CN,AUD,1.0,201.25,201.25,RCT288085,False,False,True,False,APR017,Approver 17,False,True,True,Retrospective claim,False,False,False,1
CLM000526,EMP073,Employee 73,Nurse,Emergency,2024-06-17,08:21:33,2024-06-17,False,Uniforms,VEN0025,Vendor 25 - MedicalSupplier,Courier,AU,NZD,0.92,121.52,111.8,RCT975355,False,False,False,False,APR006,Approver 6,False,True,True,Urgent supply,False,False,False,0
CLM000527,EMP034,Employee 34,Lab Tech,Emergency,2024-07-19,05:55:50,2024-07-19,False,Taxi,VEN0025,Vendor 25 - MedicalSupplier,Courier,AU,AUD,1.0,29.51,29.51,RCT615138,False,False,False,False,APR017,Approver 17,False,True,True,Training course approved,False,False,False,0
CLM000528,EMP042,Employee 42,Admin,Pharmacy,2024-01-22,12:58:18,2024-05-21,True,Uniforms,VEN0070,Vendor 70 - UniformShop,SubscriptionService,AU,AUD,1.0,12.09,12.09,RCT589824,False,False,False,False,APR015,Approver 15,False,True,True,Conference attendance,False,False,False,1
CLM000529,EMP037,Employee 37,Technician,Pharmacy,2024-06-26,12:34:42,2024-09-28,True,Training,VEN0116,Vendor 116 - UniformShop,MedicalSupplier,AU,AUD,1.0,1997.43,1997.43,RCT466586,False,False,False,False,APR010,Approver 10,False,True,True,Missing PO noted,False,False,False,1
CLM000530,EMP063,Employee 63,Admin,Pharmacy,2024-08-15,18:38:31,2024-11-28,True,Meals,VEN0058,Vendor 58 - TaxiCo,MedicalSupplier,IN,AUD,1.0,31.24,31.24,RCT698514,False,False,False,False,APR014,Approver 14,False,True,True,Urgent supply,False,False,False,1
CLM000531,EMP018,Employee 18,Technician,Emergency,2024-09-21,18:43:57,2024-10-04,False,Medical Supplies,VEN0084,Vendor 84 - UniformShop,TaxiCo,AU,NZD,0.92,685.02,630.22,RCT261245,False,False,True,False,APR009,Approver 9,False,True,True,Missing PO noted,False,False,False,1
CLM000532,EMP012,Employee 12,Pharmacist,Outpatient,2024-01-03,18:06:13,2024-04-14,True,Subscriptions,VEN0009,Vendor 9 - Catering,UniformShop,AU,NZD,0.92,14.01,12.89,RCT867080,False,False,False,False,APR005,Approver 5,False,True,True,Urgent supply,False,False,False,1
CLM000533,EMP053,Employee 53,Physio,Emergency,2024-05-05,14:11:33,2024-05-05,False,Accommodation,VEN0090,Vendor 90 - ConferenceOrganizer,Hotel,AU,AUD,1.0,224.48,224.48,RCT197046,False,False,True,False,APR002,Approver 2,False,True,True,Training course approved,False,False,False,1
CLM000534,EMP018,Employee 18,Technician,Emergency,2024-05-30,11:45:36,2024-08-19,True,Medical Supplies,VEN0005,Vendor 5 - Catering,LocalShop,AU,AUD,1.0,426.23,426.23,RCT226460,False,False,False,False,APR004,Approver 4,False,True,True,Urgent supply,False,False,False,1
CLM000535,EMP059,Employee 59,Physio,Emergency,2024-09-15,14:35:52,2024-10-18,True,Parking,VEN0059,Vendor 59 - LocalShop,Catering,AU,AUD,1.0,8.03,8.03,RCT506941,False,False,True,False,APR006,Approver 6,False,True,True,Conference attendance,False,False,False,2
CLM000536,EMP074,Employee 74,Physio,Outpatient,2024-09-01,13:55:57,2024-11-03,True,Training,VEN0066,Vendor 66 - Courier,Catering,AU,INR,0.018,1495.79,26.92,RCT335122,False,False,True,False,APR014,Approver 14,False,True,True,Conference attendance,False,False,False,2
CLM000537,EMP030,Employee 30,Technician,Administration,2024-06-18,23:19:54,2024-06-18,False,Courier,VEN0083,Vendor 83 - Hotel,LocalShop,AU,AUD,1.0,30.08,30.08,RCT233997,False,False,False,False,APR013,Approver 13,False,True,True,,False,False,False,0
CLM000538,EMP033,Employee 33,Admin,Administration,2024-07-18,13:17:19,2024-07-18,False,Taxi,VEN0035,Vendor 35 - Courier,UniformShop,AU,AUD,1.0,38.31,38.31,RCT855299,False,False,False,False,APR018,Approver 18,False,True,True,Missing PO noted,False,False,False,0
CLM000539,EMP021,Employee 21,Technician,Radiology,2024-06-28,00:52:54,2024-06-28,False,Accommodation,VEN0026,Vendor 26 - ConferenceOrganizer,SubscriptionService,IN,AUD,1.0,87.83,87.83,RCT536471,False,True,False,False,APR013,Approver 13,False,True,True,Urgent supply,False,False,False,1
CLM000540,EMP021,Employee 21,Technician,Radiology,2024-05-12,20:16:56,2024-06-08,False,Uniforms,VEN0101,Vendor 101 - MedicalSupplier,Hotel,AU,NZD,0.92,128.23,117.97,RCT806120,False,False,True,False,EMP021,Employee 21,True,True,True,Missing PO noted,False,False,False,4
CLM000541,EMP063,Employee 63,Admin,Pharmacy,2024-06-06,07:40:26,2024-07-20,True,Subscriptions,VEN0093,Vendor 93 - UniformShop,MedicalSupplier,AU,AUD,1.0,72.67,72.67,RCT748543,False,False,False,False,APR007,Approver 7,False,True,True,,False,False,False,1
CLM000542,EMP061,Employee 61,Pharmacist,Outpatient,2024-02-18,18:50:15,2024-02-18,False,Conference,VEN0066,Vendor 66 - Courier,Catering,AU,AUD,1.0,1137.93,1137.93,RCT297364,False,False,True,False,APR017,Approver 17,False,True,True,Retrospective claim,False,False,False,1
CLM000543,EMP051,Employee 51,Admin,Surgery,2024-03-15,06:35:10,2024-06-24,True,Medical Supplies,VEN0037,Vendor 37 - LocalShop,ConferenceOrganizer,AU,AUD,1.0,251.47,251.47,RCT122876,False,False,False,False,APR002,Approver 2,False,True,True,Conference attendance,False,False,False,1
CLM000544,EMP019,Employee 19,Physio,Outpatient,2024-08-15,15:32:16,2024-08-15,False,Uniforms,VEN0111,Vendor 111 - ConferenceOrganizer,LocalShop,US,AUD,1.0,76.39,76.39,RCT153395,False,False,False,False,APR008,Approver 8,False,True,True,Retrospective claim,False,False,False,0
CLM000545,EMP071,Employee 71,Physio,Radiology,2024-08-19,05:48:30,2024-10-01,True,Subscriptions,VEN0008,Vendor 8 - UniformShop,Hotel,AU,AUD,1.0,175.23,175.23,RCT638292,False,False,False,True,APR009,Approver 9,False,True,False,Retrospective claim,False,False,False,3
CLM000546,EMP016,Employee 16,Doctor,Surgery,2024-01-08,00:38:25,2024-01-23,False,Meals,VEN0031,Vendor 31 - Hotel,LocalShop,AU,AUD,1.0,13.79,13.79,RCT779792,False,True,False,False,APR006,Approver 6,False,True,True,,False,False,False,1
CLM000547,EMP075,Employee 75,Nurse,Surgery,2024-03-03,02:13:21,2024-06-13,True,Meals,VEN0025,Vendor 25 - MedicalSupplier,Courier,AU,AUD,1.0,17.59,17.59,RCT632294,False,True,True,False,APR005,Approver 5,False,True,True,Training course approved,False,False,False,3
CLM000548,EMP063,Employee 63,Admin,Pharmacy,2024-12-08,10:27:16,2024-12-08,False,Meals,VEN0120,Vendor 120 - Courier,Hotel,IN,AUD,1.0,14.79,14.79,RCT805804,False,False,True,False,APR017,Approver 17,False,True,True,Missing PO noted,False,False,False,1
CLM000549,EMP066,Employee 66,Physio,Surgery,2024-10-17,02:41:39,2025-01-04,True,Meals,VEN0095,Vendor 95 - TaxiCo,UniformShop,US,AUD,1.0,5.45,5.45,RCT735173,False,True,False,False,APR011,Approver 11,False,True,True,,False,False,False,2
CLM000550,EMP016,Employee 16,Doctor,Surgery,2024-05-19,17:37:49,2024-05-19,False,Medical Supplies,VEN0001,Vendor 1 - LocalShop,UniformShop,US,AUD,1.0,1042.02,1042.02,RCT627935,False,False,True,False,APR014,Approver 14,False,True,True,Urgent supply,False,False,False,1
CLM000551,EMP034,Employee 34,Lab Tech,Emergency,2024-05-12,16:59:07,2024-08-15,True,Accommodation,VEN0061,Vendor 61 - Hotel,Hotel,AU,AUD,1.0,235.81,235.81,RCT258522,False,False,True,False,APR018,Approver 18,False,True,False,Conference attendance,False,False,False,2
CLM000552,EMP013,Employee 13,Physio,Emergency,2024-11-22,00:17:27,2024-11-22,False,Subscriptions,VEN0106,Vendor 106 - LocalShop,Catering,IN,AUD,1.0,76.32,76.32,RCT206816,False,True,False,False,APR018,Approver 18,False,True,False,Training course approved,False,False,False,1
CLM000553,EMP024,Employee 24,Physio,Outpatient,2024-10-09,07:20:35,2024-10-09,False,Meals,VEN0105,Vendor 105 - TaxiCo,SubscriptionService,AU,AUD,1.0,16.56,16.56,RCT204117,False,False,False,False,APR004,Approver 4,False,True,False,,False,False,False,0
CLM000554,EMP009,Employee 9,Pharmacist,Surgery,2024-04-05,23:45:25,2024-04-09,False,Medical Supplies,VEN0113,Vendor 113 - SubscriptionService,ConferenceOrganizer,AU,AUD,1.0,1331.81,1331.81,RCT490527,False,False,False,False,APR004,Approver 4,False,True,True,Training course approved,False,False,False,0
CLM000555,EMP069,Employee 69,Pharmacist,Surgery,2024-02-23,05:48:47,2024-04-20,True,Taxi,VEN0042,Vendor 42 - TaxiCo,LocalShop,AU,AUD,1.0,51.12,51.12,RCT993796,False,False,False,False,APR014,Approver 14,False,True,True,Retrospective claim,False,False,False,1
CLM000556,EMP033,Employee 33,Admin,Administration,2024-01-28,03:37:49,2024-04-09,True,Medical Supplies,VEN0089,Vendor 89 - Courier,MedicalSupplier,AU,AUD,1.0,235.46,235.46,RCT555157,False,True,True,False,APR018,Approver 18,False,True,True,Missing PO noted,False,False,False,3
CLM000557,EMP024,Employee 24,Physio,Outpatient,2024-10-04,20:00:36,2024-12-08,True,Subscriptions,VEN0031,Vendor 31 - Hotel,LocalShop,AU,INR,0.018,81.61,1.47,RCT680502,False,False,False,False,APR006,Approver 6,False,True,False,Retrospective claim,False,False,False,1
CLM000558,EMP030,Employee 30,Technician,Administration,2024-12-23,16:34:05,2025-02-05,True,Meals,VEN0048,Vendor 48 - ConferenceOrganizer,TaxiCo,IN,AUD,1.0,34.82,34.82,RCT670871,False,False,False,False,APR006,Approver 6,False,True,True,Training course approved,False,False,False,1
CLM000559,EMP010,Employee 10,Lab Tech,Administration,2024-12-08,14:15:27,2024-12-08,False,Training,VEN0008,Vendor 8 - UniformShop,Hotel,AU,AUD,1.0,1112.92,1112.92,RCT853800,False,False,True,False,APR002,Approver 2,False,True,True,Retrospective claim,False,False,False,1
CLM000560,EMP063,Employee 63,Admin,Pharmacy,2024-05-12,06:46:52,2024-08-07,True,Uniforms,VEN0016,Vendor 16 - Hotel,Catering,AU,AUD,1.0,339.86,339.86,RCT721285,False,False,True,True,APR007,Approver 7,False,True,False,Urgent supply,False,False,False,4
CLM000561,EMP044,Employee 44,Lab Tech,Outpatient,2024-04-10,19:56:00,2024-05-15,True,Taxi,VEN0091,Vendor 91 - ConferenceOrganizer,Courier,AU,AUD,1.0,20.58,20.58,RCT230809,False,False,False,False,EMP044,Employee 44,True,True,True,Retrospective claim,False,False,False,4
CLM000562,EMP068,Employee 68,Physio,Administration,2024-08-07,14:36:12,2024-10-23,True,Meals,VEN0059,Vendor 59 - LocalShop,Catering,AU,AUD,1.0,5.0,5.0,RCT413735,False,False,False,False,APR015,Approver 15,False,True,True,Training course approved,False,False,False,1
CLM000563,EMP060,Employee 60,Lab Tech,Emergency,2024-02-10,08:43:20,2024-04-13,True,Taxi,VEN0044,Vendor 44 - TaxiCo,Catering,CN,AUD,1.0,33.2,33.2,RCT576378,False,False,True,False,APR014,Approver 14,False,True,True,Conference attendance,False,False,False,2
CLM000564,EMP063,Employee 63,Admin,Pharmacy,2024-03-24,02:10:47,2024-03-24,False,Conference,VEN0109,Vendor 109 - SubscriptionService,SubscriptionService,CN,AUD,1.0,2580.15,2580.15,RCT686120,False,True,True,False,APR008,Approver 8,False,True,True,Conference attendance,False,False,False,2
CLM000565,EMP045,Employee 45,Lab Tech,Pharmacy,2024-10-11,19:16:32,2025-02-02,True,Parking,VEN0019,Vendor 19 - MedicalSupplier,UniformShop,AU,AUD,1.0,8.5,8.5,RCT845695,False,False,False,False,APR015,Approver 15,False,True,True,,False,False,False,1
CLM000566,EMP044,Employee 44,Lab Tech,Outpatient,2024-10-16,03:33:36,2024-10-16,False,Subscriptions,VEN0009,Vendor 9 - Catering,UniformShop,AU,INR,0.018,60.02,1.08,RCT993719,False,True,False,False,APR001,Approver 1,False,True,True,Urgent supply,False,False,False,1
CLM000567,EMP058,Employee 58,Pharmacist,Outpatient,2024-04-27,05:17:31,2024-08-13,True,Taxi,VEN0080,Vendor 80 - Courier,LocalShop,AU,AUD,1.0,5.33,5.33,RCT718265,False,False,True,False,APR012,Approver 12,False,True,True,,False,False,False,2
CLM000568,EMP070,Employee 70,Admin,Surgery,2024-02-17,08:06:49,2024-02-28,False,Medical Supplies,VEN0036,Vendor 36 - Hotel,Courier,AU,AUD,1.0,153.06,153.06,RCT700896,False,False,True,False,APR015,Approver 15,False,True,True,Training course approved,False,False,False,1
CLM000569,EMP061,Employee 61,Pharmacist,Outpatient,2024-10-22,02:56:36,2024-12-27,True,Taxi,VEN0062,Vendor 62 - Catering,UniformShop,AU,AUD,1.0,13.8,13.8,RCT570888,False,True,False,False,APR011,Approver 11,False,True,True,Conference attendance,False,False,False,2
CLM000570,EMP032,Employee 32,Admin,Surgery,2024-05-11,11:23:10,2024-08-13,True,Conference,VEN0066,Vendor 66 - Courier,Catering,AU,AUD,1.0,721.36,721.36,RCT390848,False,False,True,False,APR005,Approver 5,False,True,True,Retrospective claim,False,False,False,2
CLM000571,EMP004,Employee 4,Nurse,Administration,2024-09-07,17:49:50,2024-12-28,True,Meals,VEN0049,Vendor 49 - MedicalSupplier,TaxiCo,AU,INR,0.018,37.04,0.67,RCT704876,False,False,True,False,APR011,Approver 11,False,True,True,Missing PO noted,False,False,False,2
CLM000572,EMP043,Employee 43,Nurse,Surgery,2024-12-29,09:12:39,2025-03-27,True,Uniforms,VEN0018,Vendor 18 - LocalShop,Courier,AU,AUD,1.0,531.61,531.61,RCT357201,False,False,True,True,APR002,Approver 2,False,True,True,Retrospective claim,False,False,False,4
CLM000573,EMP058,Employee 58,Pharmacist,Outpatient,2024-01-18,05:10:18,2024-02-13,False,Courier,VEN0002,Vendor 2 - ConferenceOrganizer,Catering,AU,AUD,1.0,262.67,262.67,RCT535092,False,False,False,True,APR014,Approver 14,False,False,True,Urgent supply,False,False,False,2
CLM000574,EMP001,Employee 1,Lab Tech,Emergency,2024-02-25,05:08:49,2024-02-25,False,Uniforms,VEN0014,Vendor 14 - Catering,SubscriptionService,AU,AUD,1.0,21.15,21.15,RCT527060,False,False,True,False,APR002,Approver 2,False,True,True,,False,False,False,1
CLM000575,EMP050,Employee 50,Technician,Radiology,2024-05-04,12:11:21,2024-05-04,False,Taxi,VEN0077,Vendor 77 - ConferenceOrganizer,ConferenceOrganizer,AU,AUD,1.0,50.68,50.68,RCT967949,False,False,True,False,APR009,Approver 9,False,True,True,Retrospective claim,False,False,False,1
CLM000576,EMP045,Employee 45,Lab Tech,Pharmacy,2024-05-29,17:06:12,2024-05-31,False,Uniforms,VEN0062,Vendor 62 - Catering,UniformShop,AU,AUD,1.0,156.74,156.74,RCT168637,False,False,False,False,APR018,Approver 18,False,True,False,Missing PO noted,False,False,False,0
CLM000577,EMP069,Employee 69,Pharmacist,Surgery,2024-02-09,19:06:15,2024-02-09,False,Accommodation,VEN0101,Vendor 101 - MedicalSupplier,Hotel,AU,AUD,1.0,276.02,276.02,RCT695848,False,False,False,False,APR009,Approver 9,False,False,True,Training course approved,False,False,False,0
CLM000578,EMP023,Employee 23,Admin,Administration,2024-10-30,01:54:52,2025-02-20,True,Taxi,VEN0044,Vendor 44 - TaxiCo,Catering,CN,NZD,0.92,49.73,45.75,RCT213054,False,True,False,False,APR016,Approver 16,False,True,True,Conference attendance,False,False,False,2
CLM000579,EMP031,Employee 31,Admin,Surgery,2024-04-16,01:08:07,2024-05-09,False,Uniforms,VEN0062,Vendor 62 - Catering,UniformShop,AU,INR,0.018,110.58,1.99,RCT323088,False,True,False,False,APR008,Approver 8,False,True,True,Conference attendance,False,False,False,1
CLM000580,EMP073,Employee 73,Nurse,Emergency,2024-09-28,10:18:36,2025-01-18,True,Parking,VEN0098,Vendor 98 - SubscriptionService,TaxiCo,AU,NZD,0.92,24.73,22.75,RCT321092,False,False,True,False,APR015,Approver 15,False,True,True,Missing PO noted,False,False,False,2
CLM000581,EMP074,Employee 74,Physio,Outpatient,2024-06-24,05:34:42,2024-06-24,False,Uniforms,VEN0057,Vendor 57 - Courier,TaxiCo,AU,AUD,1.0,158.48,158.48,RCT582134,False,False,False,False,APR009,Approver 9,False,True,True,,False,False,False,0
CLM000582,EMP021,Employee 21,Technician,Radiology,2024-12-16,02:25:29,2025-01-13,False,Meals,VEN0120,Vendor 120 - Courier,Hotel,IN,INR,0.018,28.25,0.51,RCT612729,False,True,False,False,APR016,Approver 16,False,True,True,Missing PO noted,False,False,False,1
CLM000583,EMP059,Employee 59,Physio,Emergency,2024-06-21,01:50:29,2024-09-17,True,Medical Supplies,VEN0065,Vendor 65 - UniformShop,MedicalSupplier,CN,AUD,1.0,882.19,882.19,RCT475354,False,True,False,False,APR008,Approver 8,False,True,True,Training course approved,False,False,False,2
CLM000584,EMP029,Employee 29,Nurse,Pharmacy,2024-06-21,16:06:17,2024-06-21,False,Uniforms,VEN0063,Vendor 63 - TaxiCo,LocalShop,AU,AUD,1.0,241.42,241.42,RCT843647,False,False,False,True,APR011,Approver 11,False,True,True,Conference attendance,False,False,False,2
CLM000585,EMP014,Employee 14,Physio,Surgery,2024-05-20,00:44:13,2024-05-20,False,Medical Supplies,VEN0089,Vendor 89 - Courier,MedicalSupplier,AU,AUD,1.0,675.03,675.03,RCT513420,False,True,False,False,APR001,Approver 1,False,True,True,Missing PO noted,False,False,False,1
CLM000586,EMP054,Employee 54,Nurse,Surgery,2024-08-07,14:43:30,2024-11-22,True,Meals,VEN0107,Vendor 107 - SubscriptionService,LocalShop,AU,AUD,1.0,38.52,38.52,RCT168209,False,False,False,False,APR002,Approver 2,False,True,True,Missing PO noted,False,False,False,1
CLM000587,EMP009,Employee 9,Pharmacist,Surgery,2024-01-09,18:52:27,2024-04-27,True,Meals,VEN0116,Vendor 116 - UniformShop,MedicalSupplier,AU,USD,1.5,5.0,7.5,RCT547861,False,False,False,False,APR014,Approver 14,False,True,False,Urgent supply,False,False,False,1
CLM000588,EMP068,Employee 68,Physio,Administration,2024-02-17,01:21:41,2024-02-17,False,Taxi,VEN0094,Vendor 94 - TaxiCo,Catering,AU,AUD,1.0,13.39,13.39,RCT856254,False,True,True,False,APR018,Approver 18,False,True,True,,False,False,False,2
CLM000589,EMP066,Employee 66,Physio,Surgery,2024-12-07,15:55:52,2024-12-07,False,Parking,VEN0096,Vendor 96 - ConferenceOrganizer,UniformShop,AU,AUD,1.0,5.0,5.0,RCT823044,False,False,True,False,APR017,Approver 17,False,True,True,,False,False,False,1
CLM000590,EMP039,Employee 39,Doctor,Administration,2024-01-11,13:16:04,2024-01-11,False,Taxi,VEN0038,Vendor 38 - UniformShop,Catering,AU,AUD,1.0,110.22,110.22,RCT450541,False,False,False,True,APR006,Approver 6,False,True,False,Retrospective claim,False,False,False,2
CLM000591,EMP009,Employee 9,Pharmacist,Surgery,2024-11-04,18:16:17,2024-11-14,False,Subscriptions,VEN0046,Vendor 46 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,6.23,6.23,RCT901215,False,False,False,False,APR006,Approver 6,False,True,True,Missing PO noted,False,False,False,0
CLM000592,EMP043,Employee 43,Nurse,Surgery,2024-01-26,10:45:00,2024-01-26,False,Conference,VEN0016,Vendor 16 - Hotel,Catering,AU,AUD,1.0,163.36,163.36,RCT740405,False,False,False,False,APR012,Approver 12,False,True,True,,False,False,False,0
CLM000593,EMP075,Employee 75,Nurse,Surgery,2024-08-27,08:38:21,2024-09-09,False,Uniforms,VEN0040,Vendor 40 - ConferenceOrganizer,TaxiCo,AU,AUD,1.0,74.74,74.74,RCT111121,False,False,False,False,APR003,Approver 3,False,True,True,Missing PO noted,False,False,False,0
CLM000594,EMP075,Employee 75,Nurse,Surgery,2024-10-31,02:22:26,2024-12-09,True,Taxi,VEN0079,Vendor 79 - Catering,Catering,NZ,AUD,1.0,69.46,69.46,RCT119116,False,True,False,False,APR002,Approver 2,False,True,True,Urgent supply,False,False,False,2
CLM000595,EMP025,Employee 25,Doctor,Administration,2024-06-12,05:35:47,2024-06-12,False,Meals,VEN0040,Vendor 40 - ConferenceOrganizer,TaxiCo,AU,AUD,1.0,9.89,9.89,RCT935741,False,False,False,False,APR002,Approver 2,False,True,True,Retrospective claim,False,False,False,0
CLM000596,EMP064,Employee 64,Technician,Emergency,2024-12-09,14:34:06,2025-04-03,True,Accommodation,VEN0048,Vendor 48 - ConferenceOrganizer,TaxiCo,IN,AUD,1.0,126.66,126.66,RCT459557,False,False,False,False,APR007,Approver 7,False,True,True,Retrospective claim,False,False,False,1
CLM000597,EMP069,Employee 69,Pharmacist,Surgery,2024-11-29,13:40:21,2024-11-29,False,Taxi,VEN0119,Vendor 119 - Hotel,Courier,AU,AUD,1.0,36.81,36.81,RCT311037,False,False,False,False,APR001,Approver 1,False,False,True,Urgent supply,False,False,False,0
CLM000598,EMP032,Employee 32,Admin,Surgery,2024-11-26,18:21:20,2024-12-07,False,Meals,VEN0049,Vendor 49 - MedicalSupplier,TaxiCo,AU,AUD,1.0,7.89,7.89,RCT444582,False,False,False,False,APR016,Approver 16,False,True,True,Training course approved,False,False,False,0
CLM000599,EMP012,Employee 12,Pharmacist,Outpatient,2024-09-26,13:40:04,2024-09-26,False,Taxi,VEN0073,Vendor 73 - Courier,TaxiCo,AU,AUD,1.0,36.3,36.3,RCT905671,False,False,False,False,APR015,Approver 15,False,True,False,Urgent supply,False,False,False,0
CLM000600,EMP058,Employee 58,Pharmacist,Outpatient,2024-01-04,22:53:07,2024-02-11,True,Medical Supplies,VEN0074,Vendor 74 - ConferenceOrganizer,LocalShop,AU,AUD,1.0,842.12,842.12,RCT561801,False,False,False,False,APR004,Approver 4,False,True,True,Training course approved,False,False,False,1
CLM000601,EMP071,Employee 71,Physio,Radiology,2024-03-26,10:15:16,2024-03-26,False,Meals,VEN0017,Vendor 17 - TaxiCo,UniformShop,AU,AUD,1.0,23.23,23.23,RCT287214,False,False,False,False,APR003,Approver 3,False,True,True,Missing PO noted,False,False,False,0
CLM000602,EMP030,Employee 30,Technician,Administration,2024-11-01,23:16:16,2024-12-24,True,Medical Supplies,VEN0013,Vendor 13 - UniformShop,Courier,AU,AUD,1.0,387.54,387.54,RCT487596,False,False,False,False,APR008,Approver 8,False,False,True,Missing PO noted,False,False,False,1
CLM000603,EMP055,Employee 55,Doctor,Administration,2024-01-26,13:40:36,2024-03-25,True,Training,VEN0017,Vendor 17 - TaxiCo,UniformShop,AU,AUD,1.0,715.86,715.86,RCT300992,False,False,False,False,APR008,Approver 8,False,True,False,Retrospective claim,False,False,False,1
CLM000604,EMP071,Employee 71,Physio,Radiology,2024-08-16,09:09:31,2024-11-04,True,Parking,VEN0083,Vendor 83 - Hotel,LocalShop,AU,AUD,1.0,10.47,10.47,RCT359178,False,False,False,False,APR014,Approver 14,False,False,True,Training course approved,False,False,False,1
CLM000605,EMP046,Employee 46,Lab Tech,Pharmacy,2024-10-09,13:52:39,2024-12-19,True,Accommodation,VEN0026,Vendor 26 - ConferenceOrganizer,SubscriptionService,IN,AUD,1.0,179.28,179.28,RCT275566,False,False,False,False,APR001,Approver 1,False,True,True,Urgent supply,False,False,False,1
CLM000606,EMP034,Employee 34,Lab Tech,Emergency,2024-10-03,06:28:17,2024-11-20,True,Taxi,VEN0032,Vendor 32 - LocalShop,LocalShop,AU,NZD,0.92,47.89,44.06,RCT381370,False,False,False,False,APR005,Approver 5,False,True,True,Conference attendance,False,False,False,1
